packageId,dateIssued,granuleId,title,granuleClass
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH145-5,GO DAWGS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH145-4,CUTS TO THE IRS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH145-3,NATIONAL LAW ENFORCEMENT APPRECIATION DAY,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH145-2,ELECTING MEMBERS TO CERTAIN STANDING COMMITTEES OF THE HOUSE OF REPRESENTATIVES,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH145,ELECTING MEMBERS TO CERTAIN STANDING COMMITTEES OF THE HOUSE OF REPRESENTATIVES,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH144,SELECT SUBCOMMITTEE ON THE WEAPONIZATION OF THE FEDERAL GOVERNMENT,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH143-5,SELECT COMMITTEE ON THE STRATEGIC COMPETITION BETWEEN THE UNITED STATES AND THE CHINESE COMMUNIST PARTY,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH143-4,ANNOUNCEMENT BY THE SPEAKER PRO TEMPORE,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH143-3,SWEARING IN OF RESIDENT COMMISSIONER-ELECT,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH143-2,AFTER RECESS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH143,RECESS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH129,SELECT SUBCOMMITTEE ON THE WEAPONIZATION OF THE FEDERAL GOVERNMENT,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH121-6,SELECT COMMITTEE ON THE STRATEGIC COMPETITION BETWEEN THE UNITED STATES AND THE CHINESE COMMUNIST PARTY,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH121-5,COMMEMORATING THE SERVICE OF RON BUTLER,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH121-4,HONORING DENNY KELLINGTON,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH121-3,CONGRATULATING 2023 FOOTBALL NATIONAL CHAMPIONS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH121-2,PRIORITIES FOR SOUTH TEXAS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH121,DEFENDING THE UNBORN,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120-8,FUNDING OF FOREIGN MINING,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120-7,HONORING THE SERVICE OF DONALD WILLIAM NOTTOLI,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120-6,GRATEFUL FOR NEW LEADERSHIP,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120-5,FOSTERING BETTER CONNECTIONS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120-4,TAX RELIEF FOR DISASTER VICTIMS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120-3,ANNOUNCEMENT BY THE SPEAKER PRO TEMPORE,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120-2,PLEDGE OF ALLEGIANCE,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH120,THE JOURNAL,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH119-5,PRAYER,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH119-4,AFTER RECESS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH119-3,RECESS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH119-2,WATER SUPPLY IN CALIFORNIA,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH119,PROTECT BORN ALIVE BABIES,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH118,RECOGNIZING THE SERVICE OF MARK BUTLER,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH117-3,SECURING OUR BORDER,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH117-2,UNLEASHING AMERICAN ENERGY DOMINANCE,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH117,RECOGNIZING THE PELLA MARCHING DUTCH,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH116-4,HONORING THE LIFE OF FREDA FLANSBURG,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH116-3,HONORING WALTER RAYMOND BOWERS,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH116-2,HELPING THE RICH AND POWERFUL AVOID TAXES,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH116,FULFILLING OUR COMMITMENT TO AMERICA,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH115-4,WORKFORCE VERSUS LABOR,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH115-3,MORNING-HOUR DEBATE,HOUSE
CREC-2023-01-10,2023-01-10,CREC-2023-01-10-pt1-PgH115-2,DESIGNATION OF SPEAKER PRO TEMPORE,HOUSE
